0	628
0	960
0	968
0	972
0	978
0	985
0	987
1	321
1	465
1	496
1	768
1	832
1	838
1	900
2	574
2	770
2	791
2	847
2	878
2	909
2	920
3	286
3	595
3	706
3	722
3	829
3	934
3	943
4	67
4	617
4	667
4	703
4	704
4	774
4	806
5	405
5	406
5	823
5	867
5	871
5	889
5	891
6	391
6	441
6	489
6	813
6	876
6	884
6	914
7	624
7	734
7	744
7	825
7	834
7	876
7	884
8	429
8	656
8	787
8	803
8	912
8	931
8	952
9	222
9	337
9	489
9	534
9	744
9	876
9	884
10	701
10	751
10	822
10	837
10	840
10	861
10	893
11	915
11	917
11	935
11	937
11	948
11	951
11	958
12	615
12	654
12	734
12	744
12	834
12	876
12	884
13	708
13	715
13	801
13	841
13	856
13	941
13	963
14	657
14	666
14	677
14	724
14	776
14	804
14	883
15	772
15	818
15	843
15	929
15	936
15	942
15	947
16	43
16	155
16	617
16	703
16	714
16	774
16	806
17	231
17	471
17	617
17	704
17	714
17	719
17	806
18	298
18	371
18	728
18	735
18	903
18	944
18	991
19	169
19	378
19	460
19	489
19	813
19	884
19	898
20	848
20	979
20	980
20	989
20	993
20	996
20	997
21	290
21	631
21	659
21	760
21	807
21	889
21	891
22	672
22	878
22	882
22	901
22	909
22	914
22	920
23	464
23	949
23	979
23	980
23	989
23	997
23	999
24	964
24	974
24	976
24	984
24	986
24	990
24	994
25	758
25	849
25	881
25	929
25	930
25	942
25	947
26	607
26	742
26	779
26	820
26	845
26	892
26	907
27	411
27	521
27	638
27	712
27	728
27	798
27	944
28	433
28	435
28	869
28	871
28	885
28	921
28	946
29	71
29	690
29	748
29	786
29	831
29	865
29	874
30	279
30	967
30	970
30	982
30	991
30	992
30	995
31	161
31	385
31	448
31	645
31	691
31	777
31	788
32	38
32	188
32	498
32	678
32	792
32	814
32	852
33	621
33	713
33	828
33	871
33	885
33	920
33	946
34	76
34	433
34	456
34	643
34	869
34	921
34	946
35	479
35	637
35	779
35	780
35	820
35	845
35	907
36	640
36	688
36	728
36	758
36	875
36	888
36	936
37	249
37	529
37	681
37	923
37	931
37	952
37	973
38	32
38	598
38	648
38	784
38	792
38	852
38	934
39	344
39	583
39	617
39	887
39	894
39	905
39	911
40	432
40	493
40	560
40	634
40	768
40	900
40	907
41	849
41	890
41	929
41	930
41	939
41	942
41	947
42	548
42	938
42	953
42	959
42	961
42	966
42	968
43	16
43	617
43	704
43	714
43	774
43	806
43	928
44	53
44	289
44	357
44	536
44	563
44	789
44	816
45	964
45	969
45	977
45	984
45	986
45	994
45	998
46	437
46	590
46	709
46	724
46	776
46	883
46	923
47	753
47	801
47	860
47	901
47	941
47	950
47	963
48	495
48	565
48	710
48	716
48	822
48	837
48	861
49	521
49	562
49	725
49	798
49	903
49	944
49	989
50	436
50	573
50	593
50	802
50	847
50	909
50	920
51	384
51	828
51	871
51	885
51	921
51	946
51	999
52	809
52	887
52	894
52	902
52	905
52	911
52	988
53	44
53	220
53	329
53	559
53	773
53	789
53	816
54	82
54	702
54	737
54	869
54	871
54	885
54	946
55	460
55	615
55	734
55	744
55	813
55	834
55	884
56	283
56	324
56	611
56	688
56	875
56	883
56	936
57	873
57	923
57	929
57	930
57	939
57	942
57	947
58	112
58	182
58	300
58	743
58	825
58	864
58	928
59	96
59	301
59	431
59	443
59	596
59	676
59	756
60	433
60	933
60	965
60	971
60	983
60	992
60	995
61	599
61	658
61	916
61	953
61	959
61	961
61	966
62	346
62	772
62	881
62	930
62	939
62	942
62	947
63	708
63	843
63	873
63	930
63	939
63	942
63	947
64	225
64	598
64	674
64	726
64	784
64	814
64	852
65	743
65	897
65	917
65	918
65	948
65	951
65	958
66	454
66	644
66	703
66	704
66	714
66	774
66	806
67	4
67	86
67	499
67	602
67	667
67	774
67	806
68	534
68	615
68	734
68	744
68	813
68	876
68	884
69	284
69	443
69	477
69	484
69	596
69	626
69	756
70	975
70	980
70	989
70	993
70	996
70	997
70	999
71	29
71	113
71	610
71	739
71	840
71	865
71	874
72	167
72	381
72	559
72	594
72	618
72	773
72	816
73	217
73	276
73	333
73	359
73	590
73	755
73	776
74	853
74	949
74	962
74	993
74	996
74	997
74	999
75	828
75	965
75	967
75	971
75	981
75	983
75	995
76	34
76	446
76	526
76	871
76	885
76	921
76	946
77	573
77	783
77	851
77	910
77	913
77	924
77	966
78	512
78	522
78	721
78	875
78	879
78	888
78	936
79	208
79	268
79	663
79	687
79	709
79	804
79	883
80	507
80	809
80	887
80	902
80	905
80	911
80	971
81	82
81	631
81	697
81	759
81	823
81	889
81	891
82	54
82	81
82	727
82	763
82	869
82	871
82	946
83	396
83	461
83	938
83	953
83	959
83	961
83	966
84	151
84	466
84	621
84	763
84	828
84	885
84	921
85	956
85	960
85	972
85	973
85	978
85	985
85	987
86	67
86	637
86	723
86	780
86	820
86	892
86	907
87	534
87	615
87	624
87	654
87	834
87	876
87	884
88	305
88	408
88	491
88	527
88	777
88	788
88	839
89	956
89	968
89	969
89	972
89	978
89	985
89	987
90	581
90	897
90	917
90	918
90	937
90	951
90	958
91	564
91	686
91	775
91	872
91	906
91	908
91	943
92	949
92	957
92	975
92	979
92	989
92	996
92	999
93	933
93	965
93	971
93	981
93	991
93	992
93	995
94	494
94	598
94	644
94	726
94	792
94	814
94	852
95	821
95	887
95	894
95	902
95	905
95	911
95	954
96	59
96	475
96	477
96	588
96	596
96	670
96	756
97	546
97	567
97	709
97	724
97	804
97	856
97	883
98	232
98	258
98	449
98	566
98	817
98	819
98	855
99	100
99	152
99	560
99	634
99	705
99	838
99	900
100	99
100	646
100	686
100	743
100	785
100	864
100	928
101	326
101	564
101	598
101	678
101	726
101	814
101	852
102	126
102	370
102	457
102	680
102	817
102	819
102	855
103	273
103	332
103	635
103	645
103	691
103	788
103	891
104	797
104	917
104	918
104	937
104	948
104	951
104	958
105	722
105	790
105	872
105	888
105	906
105	934
105	943
106	227
106	734
106	742
106	779
106	808
106	845
106	907
107	967
107	971
107	981
107	983
107	991
107	992
107	995
108	487
108	665
108	916
108	953
108	959
108	961
108	966
109	637
109	779
109	808
109	820
109	845
109	892
109	907
110	478
110	483
110	668
110	728
110	817
110	903
110	944
111	356
111	956
111	960
111	972
111	973
111	985
111	987
112	58
112	129
112	638
112	687
112	825
112	880
112	928
113	71
113	610
113	649
113	786
113	831
113	865
113	874
114	708
114	826
114	841
114	901
114	941
114	950
114	963
115	672
115	695
115	862
115	878
115	909
115	914
115	998
116	812
116	873
116	929
116	930
116	939
116	942
116	947
117	239
117	601
117	620
117	752
117	803
117	854
117	877
118	614
118	642
118	766
118	856
118	941
118	950
118	963
119	264
119	609
119	856
119	886
119	901
119	950
119	963
120	407
120	758
120	858
120	875
120	879
120	888
120	936
121	463
121	560
121	652
121	705
121	768
121	802
121	900
122	324
122	392
122	858
122	875
122	879
122	888
122	936
123	353
123	431
123	887
123	894
123	902
123	905
123	911
124	737
124	790
124	872
124	906
124	908
124	934
124	943
125	917
125	956
125	968
125	973
125	978
125	985
125	987
126	102
126	415
126	689
126	819
126	836
126	855
126	857
127	512
127	640
127	821
127	858
127	875
127	879
127	936
128	635
128	719
128	780
128	808
128	820
128	892
128	907
129	112
129	488
129	737
129	872
129	906
129	908
129	934
130	307
130	507
130	809
130	894
130	902
130	905
130	911
131	382
131	413
131	638
131	785
131	880
131	928
131	983
132	300
132	687
132	743
132	825
132	864
132	880
132	928
133	443
133	458
133	475
133	484
133	676
133	756
133	847
134	658
134	846
134	868
134	938
134	953
134	961
134	966
135	540
135	619
135	642
135	753
135	769
135	941
135	963
136	799
136	916
136	938
136	953
136	959
136	961
136	966
137	585
137	649
137	786
137	840
137	865
137	874
137	978
138	398
138	408
138	491
138	635
138	645
138	777
138	964
139	191
139	432
139	647
139	768
139	832
139	900
139	922
140	739
140	748
140	786
140	808
140	831
140	865
140	874
141	389
141	565
141	623
141	744
141	751
141	822
141	861
142	731
142	897
142	917
142	935
142	937
142	958
142	960
143	762
143	916
143	938
143	953
143	959
